Year1996;Year1997;Year1998;Year1999;Year2000;Year2001;Year2002;Year2003;Year2004;Year2005;Year2006;Year2007;Year2008;Year2009;Year2010;Year2011
54500;59000;63000;67750;78000;85000;97000;123500;141000;155000;160000;170000;175000;159000;185000;175000
